cluster_rank	cluster_X	cluster_Y	best_adjusted_pvalue
435	Erysipelotrichaceae_SGB65947	N-acetylglutamate	0.0207128037920733
436	Lachnospiraceae_unclassified_SGB65957_SGB65957	choline	0.0207128037920733
437	Blautia_hansenii_SGB4794;Lachnospiraceae_unclassified_SGB65957_SGB65957	isocaproate (i6:0)	0.0207128037920733
438	Erysipelotrichaceae_SGB72140	isocaproate (i6:0)	0.020850736036811555
439	Lactobacillus_acidophilus_SGB7044	hypoxanthine	0.02086766528482414
440	Bacteroidaceae_SGB1818	tryptophylglycine	0.02086766528482414
441	Erysipelotrichaceae_SGB65946	gentisate;methionine sulfone	0.02086766528482414
442	Lachnospiraceae_SGB66069	phenylacetate;4-hydroxyphenylacetate;N6,N6-dimethyllysine;N6,N6,N6-trimethyllysine;5-aminovalerate	0.020946211839682937
443	Lachnospiraceae_unclassified_SGB65957_SGB65957	13-HODE + 9-HODE;5-methylcytosine	0.020998963850257797
444	Lachnospiraceae_SGB65958	3,5-dihydroxyphenylpropionate	0.021064904503157844
445	Lactobacillus_johnsonii_SGB7041	inosine;xanthosine	0.021066713764308492
446	Allobaculum_stercoricanis_SGB29316	phenyllactate (PLA)	0.02111649270894001
447	Firmicutes_unclassified_SGB4994	homocitrulline	0.02111649270894001
448	Lachnospiraceae_SGB66068	4-hydroxyphenylacetate	0.02127286841274424
449	Allobaculum_stercoricanis_SGB29316	N-acetylglycine;succinate	0.02130079682492472
450	Lachnospiraceae_unclassified_SGB65957_SGB65957	N-acetylglutamine;N-acetylhistidine	0.02130079682492472
451	Collinsella_SGB14744_SGB14744	TMP	0.02130079682492472
452	Dubosiella_newyorkensis_SGB6789	N,N-dimethyl-5-aminovalerate	0.021305621678839967
453	Veillonella_magna_SGB6926	3-methylhistidine	0.021358881394139433
454	Erysipelotrichaceae_SGB72140	N-formylanthranilic acid;3-(2-hydroxyphenyl)propionate	0.02144410231510573
455	Lachnospiraceae_unclassified_SGB65957_SGB65957	N-acetylglutamate	0.021445667553519458
456	Leucobacter_sp_OH1287_SGB33648	deoxymugineic acid	0.021445667553519458
457	Blautia_caecimuris_SGB4862	pheophytin A	0.021445667553519458
458	Peptostreptococcus_russellii_SGB743	L-urobilin	0.02148796754780671
459	Streptococcus_lutetiensis_SGB8021	riboflavin (Vitamin B2)	0.02153076726792868
460	Erysipelotrichaceae_SGB42251	N-acetyltaurine	0.021544601445219448
461	Adlercreutzia_equolifaciens_SGB14797	inosine	0.02164379622030175
462	Veillonella_magna_SGB6926	(3'-5')-uridylyluridine	0.021680213381108173
463	Firmicutes_unclassified_SGB14909	2-aminoadipate	0.021742130986806274
464	Firmicutes_SGB4052	N6-formyllysine	0.021824215890265605
465	Lactobacillus_acidophilus_SGB7044	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	0.021824215890265605
466	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	6-oxolithocholate	0.02190055097796632
467	Faecalibaculum_rodentium_SGB4047	3-hydroxysuberate	0.02193892313228278
468	Erysipelotrichaceae_SGB42251;Erysipelotrichaceae_SGB65946	6-hydroxynicotinate	0.02208016601356044
469	Slackia_faecicanis_SGB33547	alanyl-glutamyl-meso-diaminopimelate	0.02208016601356044
470	Oscillospiraceae_SGB15313	3-hydroxylaurate	0.02208016601356044
471	Erysipelotrichaceae_SGB72140	2'-deoxyuridine	0.022210119155874924
472	Ligilactobacillus_ruminis_SGB7061	isocaproate (i6:0)	0.0224584322943139
473	Dubosiella_newyorkensis_SGB6789	nicotinic acid mononucleotide (NaMN)	0.0224584322943139
474	Ligilactobacillus_animalis_SGB7076;Clostridium_perfringens_SGB6191;Streptococcus_alactolyticus_SGB8017	enterolactone sulfate	0.0224584322943139
475	Lactobacillus_acidophilus_SGB7044	erythronate*	0.0224584322943139
476	Erysipelotrichaceae_SGB42251;Erysipelotrichaceae_SGB65946	deoxycholic acid 3-sulfate	0.0224584322943139
477	Lactobacillus_acidophilus_SGB7044	acetylcarnitine (C2)	0.0224584322943139
478	Bifidobacterium_animalis_SGB100575	1-linoleoyl-GPG (18:2)*	0.022481988348439154
479	Clostridiaceae_SGB4746	tyrosylglycine	0.022500997996597
480	Erysipelotrichaceae_SGB42251	enterolactone	0.022507222007611783
481	Erysipelotrichaceae_SGB65948	cis-3,4-methyleneheptanoylcarnitine	0.022507222007611783
482	Bifidobacterium_canis_SGB53847	choline	0.022551301431261925
483	Lachnospiraceae_SGB66069	cysteine s-sulfate;arginine	0.02255487157484104
484	Collinsella_sp_BA40_SGB86217	glycosyl-N-stearoyl-sphingosine (d18:1/18:0)	0.02255487157484104
485	Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	N-carbamoylputrescine	0.022627669341507922
486	Streptococcus_lutetiensis_SGB8021	phenethylamine	0.022633496698005302
487	Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	3-(2-hydroxyphenyl)propionate	0.022657413837123806
488	Lachnospiraceae_SGB4574;Firmicutes_unclassified_SGB14909	alpha-CEHC sulfate	0.022657413837123806
489	Firmicutes_unclassified_SGB4994	pantothenate (Vitamin B5)	0.02284198155824223
490	Erysipelotrichaceae_SGB65946	hypotaurine	0.02290881666191858
491	Atopobiaceae_unclassified_SGB105119_SGB105119	deoxycholic acid 12-sulfate*	0.022973685299721297
492	Lachnospiraceae_SGB58537	tryptophan	0.023074172582373723
493	Blautia_hansenii_SGB4794	1-methyl-5-imidazoleacetate	0.023074172582373723
494	Erysipelotrichaceae_SGB65947	AMP	0.023121200393398458
495	Erysipelotrichaceae_SGB65947;Coriobacteriaceae_SGB66221;Atopobiaceae_unclassified_SGB63087_SGB63087	2-hydroxysebacate	0.023249084049404397
496	Leucobacter_sp_OH1287_SGB33648	leucylhydroxyproline*	0.023278286900134466
497	Coriobacteriaceae_bacterium_SGB33579;Erysipelotrichaceae_SGB105325;Erysipelotrichaceae_SGB65947;Coriobacteriaceae_SGB66221;Atopobiaceae_unclassified_SGB63087_SGB63087	1-dihomo-linolenylglycerol (20:3)	0.02330669824638662
498	Turicibacter_bilis_SGB6847;Turicibacter_sp_TS3_SGB39153	aspartate	0.02338898825451589
499	Bifidobacterium_canis_SGB53847	ergothioneine	0.02338898825451589
500	Ligilactobacillus_ruminis_SGB7061	biotin	0.02338898825451589
501	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	guanosine	0.023390754691847284
502	Adlercreutzia_equolifaciens_SGB14797	enterolactone	0.023390754691847284
503	UNKNOWN	1-methylhistamine	0.023433317212816145
504	Adlercreutzia_equolifaciens_SGB14797	1-methyl-4-imidazoleacetate	0.023433317212816145
505	Collinsella_sp_BA40_SGB86217	D-urobilin	0.023453075034485873
506	Lachnospiraceae_SGB66068	1-methylhistamine	0.02348148184117864
507	Erysipelotrichaceae_SGB44483	N-acetylserine	0.02348548146432501
508	Erysipelotrichaceae_SGB72140	3-hydroxybutyrate (BHBA)	0.02348548146432501
509	Erysipelotrichaceae_SGB72140	cis-3,4-methyleneheptanoylcarnitine	0.023540544441711192
510	Erysipelotrichaceae_SGB105325	2-linoleoylglycerol (18:2)	0.02369983104391396
511	Streptococcus_lutetiensis_SGB8021	N-acetylserine	0.023768727107507867
512	Limosilactobacillus_reuteri_SGB7095	diacetylspermidine*	0.023768727107507867
513	Firmicutes_SGB105989	isovalerate (C5)	0.023946025626592538
514	Bifidobacterium_canis_SGB53847	N-acetylglutamine	0.023958491990771814
515	Firmicutes_unclassified_SGB4994	5-hydroxylysine	0.023969783236813955
516	Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	dCMP	0.02406529794293865
517	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	N-delta-acetylornithine	0.02406529794293865
518	Faecalimonas_umbilicata_SGB4583	N-acetyltaurine	0.024237378092877227
519	Collinsella_SGB14744_SGB14744;Collinsella_intestinalis_SGB14741;Mediterraneibacter_glycyrrhizinilyticus_SGB4606	phosphocholine	0.024237378092877227
520	Slackia_SGB14778_SGB14778	alpha-ketoglutaramate*;phenylpyruvate	0.02428117991276313
521	Faecalibaculum_rodentium_SGB4047	3-methylbutanol sulfate	0.02428117991276313
522	Dubosiella_newyorkensis_SGB6789	N-acetylglutamate	0.024352768381106078
523	UNKNOWN	D-urobilin	0.024352768381106078
524	Firmicutes_SGB105987	trimethylamine N-oxide	0.02438180432814919
525	Atopobiaceae_unclassified_SGB63087_SGB63087	beta-alanine	0.024470890904970885
526	Firmicutes_SGB63246	ursocholate	0.02456508405296268
527	Firmicutes_SGB4052	N-acetylarginine	0.02456508405296268
528	Collinsella_sp_BA40_SGB86217	N-acetylglutamate	0.02456508405296268
529	Lachnospiraceae_SGB4859;Lachnospiraceae_SGB66068	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	0.02456508405296268
530	Erysipelotrichaceae_SGB105325	isocaproate (i6:0)	0.024580832779981292
531	Erysipelotrichaceae_SGB65944	3-phenylpropionate (hydrocinnamate)	0.024645116715116662
532	Fusicatenibacter_saccharivorans_SGB4874	I-urobilinogen;D-urobilin	0.024812180956050953
533	Bifidobacterium_pseudolongum_SGB17279	diacetylspermidine*	0.024812180956050953
534	Bifidobacterium_criceti_SGB17283	2-hydroxyarachidate*	0.024907625636827888
535	Lachnospiraceae_unclassified_SGB65957_SGB65957	cytosine	0.025031103607787836
536	Ruminococcus_gnavus_SGB4584	N-propionyl-D-glucosamine;N-acetylglucosamine/N-acetylgalactosamine;erythrose;fucose;N-glycolylneuraminate	0.02510551642914941
537	UNKNOWN	leucylhydroxyproline*	0.02510551642914941
538	Bifidobacterium_canis_SGB53847	imidazole lactate	0.025216901943212106
539	Atopobiaceae_unclassified_SGB105119_SGB105119	2-hydroxysebacate	0.025216901943212106
540	Erysipelotrichaceae_SGB72140	cinnamate	0.025216901943212106
541	Candidatus_Catenibacterium_tridentinum_SGB6783	fructosyllysine	0.025290815358587095
542	Erysipelotrichaceae_SGB72140	nicotinic acid mononucleotide (NaMN)	0.025290815358587095
543	Erysipelotrichaceae_SGB65947;Coriobacteriaceae_SGB66221;Atopobiaceae_unclassified_SGB63087_SGB63087	histamine	0.025290815358587095
544	Romboutsia_timonensis_SGB6148;Clostridium_SGB6177_SGB6177;Clostridiaceae_bacterium_SGB6153	(S)-a-amino-omega-caprolactam	0.025290815358587095
545	Firmicutes_unclassified_SGB14909	hydantoin-5-propionate	0.025326605311980593
546	Ligilactobacillus_ruminis_SGB7061	N-stearoyl-phytosphingosine (t18:0/18:0)*;sphinganine;sphingosine;eicosanoylsphingosine (d20:1)*;hexadecasphingosine (d16:1)*;heptadecasphingosine (d17:1)	0.025326605311980593
547	Turicibacter_sp_TS3_SGB39153	gamma-glutamyl-epsilon-lysine	0.025457048923686262
548	Lachnospiraceae_SGB66069;Lachnospiraceae_SGB58537	kynurenate	0.025457048923686262
549	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	secoisolariciresinol diglucoside	0.02552317151202438
550	Atopobiaceae_unclassified_SGB105119_SGB105119	N-carbamoylputrescine	0.02554758880875787
551	Allobaculum_stercoricanis_SGB29316	glycine	0.025548442681655976
552	Lachnospiraceae_SGB4870	4-hydroxyphenylacetate	0.025548442681655976
553	Adlercreutzia_equolifaciens_SGB14797	5-methyluridine (ribothymidine);adenosine;guanosine	0.025585751519033365
554	Oscillospiraceae_SGB15313	2-isopropylmalate	0.025634425002200326
555	Oscillospiraceae_SGB15313	undecanedioate (C11-DC)	0.025634425002200326
556	Erysipelotrichaceae_SGB72140	2-hydroxyarachidate*	0.025634425002200326
557	Firmicutes_SGB4052;Firmicutes_unclassified_SGB4994	glycerophosphoinositol*	0.02566593881212537
558	Collinsella_sp_BA40_SGB86217	1-methyl-4-imidazoleacetate	0.025702782488099592
559	Collinsella_SGB105265_SGB105265	behenoylcarnitine (C22)*	0.025739585822231615
560	Lachnospiraceae_SGB66068	isovalerylglycine	0.025780269485162172
561	Erysipelotrichaceae_SGB66599	ergothioneine	0.02578232632487751
562	Firmicutes_SGB106203	indolelactate	0.02578232632487751
563	Lachnospiraceae_SGB4574	ursocholate	0.025903594912673484
564	Firmicutes_SGB105987	glutamine	0.025903594912673484
565	Firmicutes_SGB105987	threonine;leucine;methionine;isoleucine;valine	0.025903594912673484
566	Adlercreutzia_equolifaciens_SGB14797	N-acetylhistamine	0.025903594912673484
567	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	(N(1) + N(8))-acetylspermidine	0.025903594912673484
568	Erysipelotrichaceae_SGB65944	carotene diol (3)	0.025903594912673484
569	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	stearoyl sphingomyelin (d18:1/18:0)	0.025903594912673484
570	Clostridiaceae_SGB4746	gamma-glutamylmethionine	0.025994303629073522
571	Fusicatenibacter_saccharivorans_SGB4874	apigenin;naringenin	0.025994303629073522
572	Firmicutes_SGB66598	N-acetylserine;N-acetylthreonine;N-acetylglutamine;N-acetylhistidine	0.026014726220017985
573	Clostridiaceae_SGB4746	glycylisoleucine;glycylleucine;glycylvaline;phenylalanine;tyrosine	0.02602143792686745
574	Firmicutes_unclassified_SGB14909	spermine	0.026037360913375666
575	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	cytosine	0.026037360913375666
576	Leucobacter_sp_OH1287_SGB33648	2'-deoxyuridine;thymidine	0.026037360913375666
577	Dubosiella_newyorkensis_SGB6789	5-methyluridine (ribothymidine)	0.026122514237486648
578	Firmicutes_SGB4052	2-aminophenol	0.026138267630419054
579	Erysipelotrichaceae_SGB65947	gamma-glutamylisoleucine*	0.02622186476598244
580	Lachnospiraceae_SGB106016	asparagine	0.026290831862577087
581	Firmicutes_SGB66598	N-acetylglutamate	0.026290831862577087
582	Erysipelotrichaceae_SGB72140	N,N-dimethyl-5-aminovalerate	0.026290831862577087
583	Lachnospiraceae_SGB106016	alpha-CEHC taurine*;dihydrokaempferol	0.026290831862577087
584	Ligilactobacillus_ruminis_SGB7061	N-delta-acetylornithine	0.02652948369268482
585	Collinsella_intestinalis_SGB14741;Mediterraneibacter_glycyrrhizinilyticus_SGB4606	AMP	0.026644054647626682
586	Erysipelotrichaceae_SGB66599	glycosyl-N-palmitoyl-sphingosine (d18:1/16:0)	0.02666140069608598
587	Faecalimonas_umbilicata_SGB4583	N-butyroyl-sphingosine (d18:1/4:0)	0.02683188509338706
588	Lactobacillus_acidophilus_SGB7044	diacetylspermidine*	0.026840690573006292
589	Lachnospiraceae_SGB4574	alpha-ketoglutarate	0.026844738724870993
590	Allobaculum_stercoricanis_SGB29316	5-methylcytosine	0.02685387150498141
591	Muribaculaceae_SGB48227	8-hydroxyguanine	0.02695390901047031
592	Clostridiaceae_SGB4746	phenyllactate (PLA)	0.02695390901047031
593	Erysipelotrichaceae_SGB44483	phenylacetylglycine	0.02695390901047031
594	Erysipelotrichaceae_SGB65944	gamma-tocotrienol	0.02707227320856141
595	Adlercreutzia_equolifaciens_SGB14797	2'-deoxyuridine;thymidine	0.02724113342426277
596	Eubacteriaceae_SGB106207	N-methylglutamate	0.027253583298334695
597	Streptococcus_lutetiensis_SGB8021	hypoxanthine	0.027299934124986023
598	Erysipelotrichaceae_SGB72140	beta-alanine	0.027299934124986023
599	Firmicutes_SGB66598	nicotinamide	0.02735446882860156
600	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	2'-deoxyuridine;thymidine	0.02735446882860156
601	Dubosiella_newyorkensis_SGB6789	maltose	0.027398385253898677
602	Lactobacillus_acidophilus_SGB7044	imidazole lactate	0.02752290042661385
603	Bifidobacterium_criceti_SGB17283	N-monomethylarginine	0.02752290042661385
604	Collinsella_SGB14744_SGB14744	nicotinic acid mononucleotide (NaMN)	0.027532204376474946
605	Lachnospiraceae_unclassified_SGB65957_SGB65957	palmitoyl sphingomyelin (d18:1/16:0)	0.027532204376474946
606	Slackia_faecicanis_SGB33547	N-acetylmuramate	0.02758401521422106
607	Schaalia_canis_SGB33774	alpha-CEHC taurine*	0.027744153060165543
608	Slackia_faecicanis_SGB33547	enterolactone sulfate	0.027744153060165543
609	Faecalibaculum_rodentium_SGB4047;Atopobiaceae_unclassified_SGB105119_SGB105119	5-(galactosylhydroxy)-L-lysine	0.027797496750232954
610	Erysipelotrichaceae_SGB65947	UMP	0.02791531233654681
611	Collinsella_SGB14744_SGB14744	CMP	0.027941203629173777
612	Firmicutes_SGB105987	5-oxoproline	0.027943750603867206
613	Eubacteriaceae_SGB106207	N-acetylarginine	0.028149896337903664
614	Bifidobacterium_criceti_SGB17283;Bifidobacterium_animalis_SGB17278	glycerophosphoserine*	0.028181232923112233
615	Clostridiaceae_SGB4746	trans-urocanate;serine;citrulline	0.028284952755358084
616	Collinsella_sp_BA40_SGB86217	palmitoleoyl ethanolamide*	0.028288953519005733
617	Collinsella_sp_BA40_SGB86217	2'-deoxyuridine;thymidine	0.028348315369077063
618	Limosilactobacillus_reuteri_SGB7095	carotene diol (1);carotene diol (3)	0.028367909852761337
619	Blautia_hansenii_SGB4794	bilirubin	0.028367909852761337
620	Adlercreutzia_equolifaciens_SGB14797	xanthosine	0.02838765042245642
621	Holdemanella_porci_SGB6796	isocaproate (i6:0)	0.02842416845741985
622	Bifidobacterium_animalis_SGB100575	caproate (6:0)	0.028482093912270114
623	Bifidobacterium_canis_SGB53847	3-ketosphinganine	0.028482093912270114
624	Lachnospiraceae_SGB66069	asparagine	0.028482093912270114
625	Lactobacillus_acidophilus_SGB7044	inosine;xanthosine	0.028482093912270114
626	Leucobacter_sp_OH1287_SGB33648	L-urobilin	0.028482093912270114
627	Lachnospiraceae_SGB4574	N-acetylphenylalanine	0.028590310094238326
628	Dubosiella_newyorkensis_SGB6789	glucuronate	0.028657360269718785
629	Bifidobacterium_criceti_SGB17283;Bifidobacterium_animalis_SGB17278	1-methyl-4-imidazoleacetate	0.02875188534531425
630	Dubosiella_newyorkensis_SGB6789	UMP	0.028808674903401676
631	Adlercreutzia_equolifaciens_SGB14797	1-methylhistamine	0.028808674903401676
632	Eubacteriaceae_SGB106207	1-(1-enyl-palmitoyl)-2-arachidonoyl-GPC (P-16:0/20:4)*	0.028808674903401676
633	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	inosine	0.028918392662937394
634	Erysipelotrichaceae_SGB72140	histamine	0.028918392662937394
635	Erysipelotrichaceae_SGB65947	N6-acetyllysine	0.029009304222397038
636	Blautia_SGB47659_SGB47659;Blautia_SGB47660_SGB47660	gamma-glutamylisoleucine*	0.029009304222397038
637	Bifidobacterium_pullorum_SGB17264	5,6-dihydrouridine	0.029058043883000467
638	Adlercreutzia_equolifaciens_SGB14797	cinnamate	0.02916403127908408
639	Collinsella_sp_BA40_SGB86217	N,N-dimethyl-5-aminovalerate	0.02916403127908408
640	Firmicutes_SGB66598	N6-acetyllysine	0.029196875026283556
641	Bifidobacterium_criceti_SGB17283	2'-deoxyuridine	0.029196875026283556
642	Collinsella_SGB14744_SGB14744	riboflavin (Vitamin B2)	0.029196875026283556
643	Dubosiella_newyorkensis_SGB6789	N-acetylputrescine	0.029196875026283556
644	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	palmitoyl dihydrosphingomyelin (d18:0/16:0)*;palmitoyl sphingomyelin (d18:1/16:0)	0.02920239423766803
645	Blautia_SGB47659_SGB47659	succinate	0.029341237290155153
646	Faecalimonas_umbilicata_SGB4583	bilirubin	0.029341237290155153
647	Bifidobacterium_criceti_SGB17283	2-hydroxynervonate*	0.029458566056630633
648	Firmicutes_unclassified_SGB4994	alpha-hydroxyisocaproate;2-hydroxy-3-methylvalerate	0.029464839325574095
649	Streptococcus_lutetiensis_SGB8021	methylphosphate	0.029464839325574095
650	Erysipelotrichaceae_SGB65947	N,N-dimethylalanine	0.029481838735589374
651	Lachnospiraceae_SGB4574	phenol sulfate	0.029481838735589374
652	Coprococcus_sp_AF21_14LB_SGB25437	3-methylglutarate/2-methylglutarate	0.029513586661881173
653	Allobaculum_stercoricanis_SGB29316	isovalerylglycine	0.029757361096163226
654	Firmicutes_SGB66598	malate	0.0298830657382463
655	Turicibacter_bilis_SGB6847	proline	0.029914224209252
656	Allobaculum_stercoricanis_SGB29316	ornithine	0.029924514246374705
657	Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	methylphosphate	0.02998967307117925
658	Erysipelotrichaceae_SGB65947	nicotinic acid mononucleotide (NaMN)	0.030014488435253478
659	Erysipelotrichaceae_SGB44483	imidazole lactate	0.030021409204995683
660	Erysipelotrichaceae_SGB44483	N-acetylglutamine	0.030021409204995683
661	Atopobiaceae_unclassified_SGB105119_SGB105119	phosphocholine	0.030021409204995683
662	Lachnospiraceae_SGB4574	proline	0.030061234907110157
663	Schaalia_canis_SGB33774	enterolactone	0.030061234907110157
664	Holdemanella_porci_SGB6796	anserine	0.030090831415150444
665	Faecalimonas_umbilicata_SGB4583	AMP	0.030178211444602306
666	Coriobacteriaceae_SGB66221	N-acetylhistamine	0.030178211444602306
667	Faecalibaculum_rodentium_SGB4047	1-methyl-4-imidazoleacetate	0.030178211444602306
668	Bifidobacterium_pseudolongum_SGB17279	1-methylhypoxanthine	0.030178211444602306
669	Firmicutes_SGB4052	adenosine	0.030295764711785595
670	Lactobacillus_acidophilus_SGB7044	arabinose	0.030295764711785595
671	Erysipelotrichaceae_SGB65948;Faecalibaculum_rodentium_SGB4047;Atopobiaceae_unclassified_SGB105119_SGB105119;Erysipelotrichaceae_SGB44483;Erysipelotrichaceae_SGB65944	malate	0.03030244164930107
672	Lachnospiraceae_SGB4574;Firmicutes_unclassified_SGB14909	N-butyryl-phenylalanine	0.03030244164930107
673	Streptococcus_lutetiensis_SGB8021	imidazole lactate	0.03037332909172786
674	Erysipelotrichaceae_SGB65946	diacetylspermidine*	0.030416428509129994
675	Coprococcus_sp_AF21_14LB_SGB25437	4-hydroxyphenylpyruvate	0.03061079613221157
676	Coprococcus_sp_AF21_14LB_SGB25437	taurohyodeoxycholic acid	0.03061079613221157
677	Turicibacter_sp_TS3_SGB39153	glutamate, gamma-methyl ester	0.030635279446960772
678	Lachnospiraceae_SGB4859;Lachnospiraceae_SGB66068	betaine	0.03077953849327384
679	Collinsella_SGB14744_SGB14744	2-hydroxysebacate	0.03077953849327384
680	UNKNOWN	2-hydroxysebacate	0.03077953849327384
681	Erysipelotrichaceae_SGB65944	carotene diol (2)	0.03077953849327384
682	Coriobacteriaceae_bacterium_SGB33579	1,2-dilinolenoyl-digalactosylglycerol (18:3/18:3)	0.03077953849327384
683	Adlercreutzia_equolifaciens_SGB14797	isocaproate (i6:0)	0.030804197937969464
684	Holdemanella_porci_SGB6796	uracil	0.030858504082781867
685	Oscillospiraceae_SGB15313	phenylpyruvate	0.030884676938116418
686	Firmicutes_SGB4052	5-methylcytosine	0.030884676938116418
687	Firmicutes_SGB4052	1-methylhistidine	0.03095035362671401
688	Fusicatenibacter_saccharivorans_SGB4874	N-butyryl-leucine	0.030980580457710235
689	Lactobacillus_johnsonii_SGB7041;Limosilactobacillus_reuteri_SGB7095	N-monomethylarginine	0.030980580457710235
690	Collinsella_sp_BA40_SGB86217;Escherichia_coli_SGB10068	12-dehydrocholate	0.03098071379127428
691	Bifidobacterium_animalis_SGB100575	2-palmitoleoylglycerol (16:1)*	0.0310304637395644
692	Faecalibaculum_rodentium_SGB4047	N-acetyl-1-methylhistidine*	0.031174910562712235
693	Mediterraneibacter_glycyrrhizinilyticus_SGB4606	N6-methyllysine;2-aminophenol	0.031174910562712235
694	Coprococcus_sp_AF21_14LB_SGB25437	4-methyl-2-oxopentanoate;3-methyl-2-oxovalerate	0.031225854856354828
695	Collinsella_sp_BA40_SGB86217	cytosine	0.031225854856354828
696	Holdemanella_porci_SGB6796	inosine	0.031237220773805953
697	Adlercreutzia_equolifaciens_SGB14797	leucylhydroxyproline*	0.031237220773805953
698	Slackia_SGB14781_SGB14781	1-palmitoyl-GPE (16:0)	0.03125953611655083
699	Firmicutes_SGB106203	N-acetylleucine;N-butyryl-leucine	0.03125953611655083
700	UNKNOWN	enterodiol	0.03125953611655083
701	Bifidobacterium_animalis_SGB100575	histamine	0.03125953611655083
702	Ligilactobacillus_ruminis_SGB7061	glycodeoxycholate	0.03125953611655083
703	Erysipelotrichaceae_SGB65944	beta-sitosterol	0.031270892398206705
704	Atopobiaceae_unclassified_SGB63087_SGB63087	valerate (5:0)	0.03133725186347651
705	Adlercreutzia_equolifaciens_SGB14797	thymine	0.03133725186347651
706	Adlercreutzia_equolifaciens_SGB14797	AMP	0.03133725186347651
707	Limosilactobacillus_reuteri_SGB7095	4-acetamidobutanoate	0.03133725186347651
708	Collinsella_SGB14744_SGB14744	(N(1) + N(8))-acetylspermidine	0.03133725186347651
709	Atopobiaceae_unclassified_SGB63087_SGB63087	N-monomethylarginine	0.031349282451346876
710	Faecalibaculum_rodentium_SGB4047	5-methyluridine (ribothymidine)	0.03143609887100403
711	Lactobacillus_acidophilus_SGB7044	solanidine	0.031460285729048076
712	Firmicutes_SGB106203	1-palmitoyl-2-arachidonoyl-GPC (16:0/20:4n6);1-stearoyl-2-arachidonoyl-GPC (18:0/20:4)	0.0314902634099524
713	Erysipelotrichaceae_SGB65947	beta-alanine	0.03153220315345511
714	Bacteroidaceae_SGB1818	malate	0.0315558357704249
715	Lachnospiraceae_SGB4574	histidine	0.03158005464421601
716	UNKNOWN	N,N-dimethylalanine	0.031599051153391275
717	Adlercreutzia_equolifaciens_SGB14797	CMP	0.031599051153391275
718	Blautia_producta_SGB4791	N(1)-acetylspermine	0.031599051153391275
719	Turicibacter_sp_TS3_SGB39153	serine	0.03162726529337963
720	Collinsella_SGB14744_SGB14744	5-methylcytosine	0.03162726529337963
721	Allobaculum_stercoricanis_SGB29316	cysteine sulfinic acid	0.031646510590644515
722	Eubacteriaceae_SGB106207	dihydroferulate	0.031646510590644515
723	Collinsella_SGB14744_SGB14744	anserine	0.03172429069771543
724	Lachnospiraceae_SGB4859;Lachnospiraceae_SGB66068	3-ketosphinganine	0.03175996068481379
725	Lachnospiraceae_SGB66068	glutamine	0.03175996068481379
726	Coriobacteriaceae_SGB66221	enterodiol	0.03175996068481379
727	Firmicutes_SGB4052	N-monomethylarginine	0.03177262640222661
728	Lachnospiraceae_SGB66068	stearoyl sphingomyelin (d18:1/18:0)	0.031933013532210605
729	Firmicutes_unclassified_SGB14909	2,4,6-trihydroxybenzoate	0.031933013532210605
730	Fusicatenibacter_saccharivorans_SGB4874	ursocholate	0.03199124315708358
731	Bifidobacterium_canis_SGB53847	malate	0.03199124315708358
732	Bifidobacterium_pullorum_SGB17264	nicotinamide riboside	0.03199124315708358
733	Eubacteriaceae_SGB106207	1-palmitoyl-2-linoleoyl-GPC (16:0/18:2)	0.03199124315708358
734	Lachnospiraceae_unclassified_SGB65957_SGB65957	5-methylhexanoate (i7:0)	0.032020632197576566
735	Lachnospiraceae_SGB66068	tryptophylglycine	0.03205190745846894
736	Clostridiaceae_SGB4746	3-(4-hydroxyphenyl)lactate (HPLA)	0.03205190745846894
737	Bifidobacterium_canis_SGB53847	2'-deoxyuridine	0.03205190745846894
738	Erysipelotrichaceae_SGB65948	3-phenylpropionate (hydrocinnamate)	0.03205190745846894
739	Atopobiaceae_unclassified_SGB105119_SGB105119	N-acetyl-cadaverine	0.03205190745846894
740	Limosilactobacillus_reuteri_SGB7095	pyruvate	0.03206852316769995
741	Adlercreutzia_equolifaciens_SGB14797	alpha-CEHC	0.03207221981995031
742	Firmicutes_unclassified_SGB14909	phenethylamine	0.03207744554445256
743	Faecalimonas_umbilicata_SGB4583	N6-carboxyethyllysine	0.03213770097187384
744	Lachnospiraceae_SGB4859	ribose	0.03213770097187384
745	Lactobacillus_johnsonii_SGB7041	3-ketosphinganine	0.032144324826911985
746	Erysipelotrichaceae_SGB65946	daidzein	0.032144324826911985
